combination,train_Accuracy,test_Accuracy,colsample_bytree,learning_rate,max_depth,alpha,n_estimators
360,0.7324596594454845,0.7255438012599549,0.5,0.01,10,100,100
361,0.7206620902796351,0.7182931177938904,0.5,0.1,3,1,10
362,0.7580161065050073,0.751693807203138,0.5,0.1,3,1,50
363,0.778074945766842,0.7707119933436348,0.5,0.1,3,1,100
364,0.719740869513536,0.7173422084868656,0.5,0.1,3,10,10
365,0.757005735342189,0.7508617615594912,0.5,0.1,3,10,50
366,0.7764702386258953,0.7699988113633662,0.5,0.1,3,10,100
367,0.7111527146295801,0.708784024723642,0.5,0.1,3,100,10
368,0.7444355294047725,0.7406394865089742,0.5,0.1,3,100,50
369,0.763067962319099,0.7604897182931178,0.5,0.1,3,100,100
370,0.7509732251641853,0.7413526684892429,0.5,0.1,5,1,10
371,0.7867522510475171,0.7719006299774159,0.5,0.1,5,1,50
372,0.8028290392558913,0.7761797218590277,0.5,0.1,5,1,100
373,0.7475260764910404,0.7402828955188399,0.5,0.1,5,10,10
374,0.7825324656028053,0.7691667657197195,0.5,0.1,5,10,50
375,0.7931413628123979,0.7761797218590277,0.5,0.1,5,10,100
376,0.7231583013877745,0.7199572090811839,0.5,0.1,5,100,10
377,0.7614335383792458,0.7530013075002971,0.5,0.1,5,100,50
378,0.774479213099165,0.7666706287887792,0.5,0.1,5,100,100
379,0.7888027101720603,0.756091762748128,0.5,0.1,8,1,10
380,0.8407476746604856,0.7747533578984904,0.5,0.1,8,1,50
381,0.8743573742236487,0.7773683584928087,0.5,0.1,8,1,100
382,0.7669014293780274,0.7488410792820634,0.5,0.1,8,10,10
383,0.7999167929630621,0.7734458576013312,0.5,0.1,8,10,50
384,0.8164096163561261,0.7776060858195649,0.5,0.1,8,10,100
385,0.7255653620991946,0.7205515273980744,0.5,0.1,8,100,10
386,0.7642269174764494,0.7540710804707002,0.5,0.1,8,100,50
387,0.7776589105821521,0.7673838107690479,0.5,0.1,8,100,100
388,0.8180737570948857,0.752882443836919,0.5,0.1,10,1,10
389,0.8914445335948412,0.768691311066207,0.5,0.1,10,1,50
390,0.932572583281329,0.7708308570070129,0.5,0.1,10,1,100
391,0.7719830019910255,0.7510994888862474,0.5,0.1,10,10,10
392,0.8082672134557666,0.7724949482943064,0.5,0.1,10,10,50
393,0.830138777450893,0.7780815404730774,0.5,0.1,10,10,100
394,0.7259219636860718,0.7205515273980744,0.5,0.1,10,100,10
395,0.765742474220677,0.7540710804707002,0.5,0.1,10,100,50
396,0.7783423969569998,0.7672649471056698,0.5,0.1,10,100,100
397,0.7752815666696383,0.7671460834422917,0.5,1.0,3,1,10
398,0.8077620278743574,0.7834304053250921,0.5,1.0,3,1,50
399,0.8282666191197884,0.778794722453346,0.5,1.0,3,1,100
400,0.7726367715669668,0.7638179008677047,0.5,1.0,3,10,10
401,0.7990847225936822,0.7811719957209081,0.5,1.0,3,10,50
402,0.8108525749606252,0.7804588137406395,0.5,1.0,3,10,100
403,0.7608392024011174,0.7543088077974563,0.5,1.0,3,100,10
404,0.7744197795013521,0.7691667657197195,0.5,1.0,3,100,50
405,0.7744197795013521,0.7691667657197195,0.5,1.0,3,100,100
406,0.7980446346319574,0.7723760846309283,0.5,1.0,5,1,10
407,0.870791358354878,0.7699988113633662,0.5,1.0,5,1,50
408,0.9267480906956702,0.7642933555212171,0.5,1.0,5,1,100
409,0.7878517726070547,0.7678592654225603,0.5,1.0,5,10,10
410,0.8307628302279279,0.7710685843337691,0.5,1.0,5,10,50
411,0.8622032034709222,0.7704742660168786,0.5,1.0,5,10,100
412,0.7697542420730439,0.7598953999762272,0.5,1.0,5,100,10
413,0.7781046625657484,0.7659574468085106,0.5,1.0,5,100,50
414,0.7781046625657484,0.7659574468085106,0.5,1.0,5,100,100
415,0.8655612017473477,0.7634613098775704,0.5,1.0,8,1,10
416,0.9881727140352441,0.758350172352312,0.5,1.0,8,1,50
417,0.9999405664021872,0.7558540354213716,0.5,1.0,8,1,100
418,0.8109714421562509,0.7689290383929632,0.5,1.0,8,10,10
419,0.8910284984101513,0.7690479020563413,0.5,1.0,8,10,50
420,0.9241032955929988,0.7671460834422917,0.5,1.0,8,10,100
421,0.7728150723604054,0.7588256270058243,0.5,1.0,8,100,10
422,0.7817598288312383,0.7651254011648639,0.5,1.0,8,100,50
423,0.7817598288312383,0.7651254011648639,0.5,1.0,8,100,100
424,0.9210721821045437,0.7520503981932724,0.5,1.0,10,1,10
425,0.9997622656087486,0.7564483537382622,0.5,1.0,10,1,50
426,0.9999702832010936,0.756210626411506,0.5,1.0,10,1,100
427,0.8209860033877151,0.7670272197789136,0.5,1.0,10,10,10
428,0.9130189296009034,0.766432901462023,0.5,1.0,10,10,50
429,0.9438055332679564,0.7659574468085106,0.5,1.0,10,10,100
430,0.7731122403494696,0.7579935813621775,0.5,1.0,10,100,10
431,0.7836914207601557,0.7660763104718887,0.5,1.0,10,100,50
432,0.7836914207601557,0.7660763104718887,0.5,1.0,10,100,100
433,0.7170069240141452,0.7142517532390348,0.7,0.001,3,1,10
434,0.7139460937267837,0.7100915250208012,0.7,0.001,3,1,50
435,0.715937119253514,0.7153215262094378,0.7,0.001,3,1,100
436,0.7111527146295801,0.7080708427433734,0.7,0.001,3,10,10
437,0.7138569433300644,0.7109235706644479,0.7,0.001,3,10,50
438,0.716501738432736,0.7146083442291692,0.7,0.001,3,10,100
439,0.7064871772012719,0.7046237965054083,0.7,0.001,3,100,10
440,0.7066654779947104,0.7037917508617616,0.7,0.001,3,100,50
441,0.707408397967371,0.7049803874955426,0.7,0.001,3,100,100
442,0.7526373659029449,0.7438488054201831,0.7,0.001,5,1,10
443,0.7528453834952898,0.7431356234399145,0.7,0.001,5,1,50
444,0.7530534010876349,0.7438488054201831,0.7,0.001,5,1,100
445,0.748060978871356,0.7389753952216808,0.7,0.001,5,10,10
446,0.7495765356155835,0.7419469868061334,0.7,0.001,5,10,50
447,0.7485067308549523,0.7424224414596458,0.7,0.001,5,10,100
448,0.7367091616891028,0.7345774396766909,0.7,0.001,5,100,10
449,0.7327271106356423,0.7294663021514323,0.7,0.001,5,100,50
450,0.7312709874892277,0.7283965291810294,0.7,0.001,5,100,100
451,0.7948946539478767,0.7672649471056698,0.7,0.001,8,1,10
452,0.7941814507741226,0.7694044930464757,0.7,0.001,8,1,50
453,0.794983804344596,0.76976108403661,0.7,0.001,8,1,100
454,0.7773617425930879,0.7602519909663615,0.7,0.001,8,10,10
455,0.7792636177230988,0.7598953999762272,0.7,0.001,8,10,50
456,0.7805711568749815,0.7617972185902769,0.7,0.001,8,10,100
457,0.7482987132626073,0.74277903244978,0.7,0.001,8,100,10
458,0.7408397967370954,0.7356472126470938,0.7,0.001,8,100,50
459,0.7416421503075689,0.7349340306668252,0.7,0.001,8,100,100
460,0.8238388160827316,0.7705931296802567,0.7,0.001,10,1,10
461,0.8244628688597664,0.7698799476999881,0.7,0.001,10,1,50
462,0.8276425663427536,0.7692856293830976,0.7,0.001,10,1,100
463,0.7857121630857924,0.7613217639367645,0.7,0.001,10,10,10
464,0.7866631006507979,0.7632235825508142,0.7,0.001,10,10,50
465,0.7877031886125226,0.7648876738381077,0.7,0.001,10,10,100
466,0.7491902172298001,0.7421847141328896,0.7,0.001,10,100,10
467,0.7418204511010074,0.7370735766076311,0.7,0.001,10,100,50
468,0.7422959198835102,0.734696303340069,0.7,0.001,10,100,100
469,0.7149861816885085,0.7102103886841793,0.7,0.01,3,1,10
470,0.7206323734807286,0.717817663140378,0.7,0.01,3,1,50
471,0.7258922468871654,0.7249494829430643,0.7,0.01,3,1,100
472,0.7124602537814627,0.7094972067039106,0.7,0.01,3,10,10
473,0.7187007815518113,0.7165101628432188,0.7,0.01,3,10,50
474,0.7244955573385635,0.7239985736360395,0.7,0.01,3,10,100
475,0.7111824314284865,0.7079519790799953,0.7,0.01,3,100,10
476,0.712341386585837,0.7097349340306668,0.7,0.01,3,100,50
477,0.7179281447802442,0.7161535718530845,0.7,0.01,3,100,100
478,0.7510623755609046,0.7413526684892429,0.7,0.01,5,1,10
479,0.7550444266143651,0.7443242600736955,0.7,0.01,5,1,50
480,0.760809485602211,0.7503863069059789,0.7,0.01,5,1,100
481,0.7491902172298001,0.7393319862118151,0.7,0.01,5,10,10
482,0.7537963210602954,0.7468203970046356,0.7,0.01,5,10,50
483,0.7574514873257853,0.7493165339355758,0.7,0.01,5,10,100
484,0.7359068081186294,0.7314869844288601,0.7,0.01,5,100,10
485,0.73341059701049,0.7300606204683229,0.7,0.01,5,100,50
486,0.73706576327598,0.7342208486865566,0.7,0.01,5,100,100
487,0.7950729547413152,0.7660763104718887,0.7,0.01,8,1,10
488,0.79935217378384,0.7708308570070129,0.7,0.01,8,1,50
489,0.8053252503640308,0.7704742660168786,0.7,0.01,8,1,100
490,0.7790258833318475,0.7589444906692024,0.7,0.01,8,10,10
491,0.7826810495973374,0.7660763104718887,0.7,0.01,8,10,50
492,0.7859201806781374,0.7667894924521573,0.7,0.01,8,10,100
493,0.745178449377433,0.7360038036372281,0.7,0.01,8,100,10
494,0.7455350509643102,0.7395697135385713,0.7,0.01,8,100,50
495,0.7490713500341744,0.741471532152621,0.7,0.01,8,100,100
496,0.8225609937297554,0.7672649471056698,0.7,0.01,10,1,10
497,0.8326349885590324,0.7714251753239035,0.7,0.01,10,1,50
498,0.8426198329915902,0.7715440389872816,0.7,0.01,10,1,100
499,0.7864847998573594,0.7613217639367645,0.7,0.01,10,10,10
500,0.7897536477370658,0.7683347200760727,0.7,0.01,10,10,50
501,0.7940923003774033,0.7682158564126946,0.7,0.01,10,10,100
502,0.7465454221271285,0.7362415309639843,0.7,0.01,10,100,10
503,0.7461293869424386,0.7399263045287056,0.7,0.01,10,100,50
504,0.7499331372024606,0.7420658504695115,0.7,0.01,10,100,100
505,0.7286261923865561,0.7255438012599549,0.7,0.1,3,1,10
506,0.7628302279278476,0.7569238083917746,0.7,0.1,3,1,50
507,0.7789664497340346,0.7714251753239035,0.7,0.1,3,1,100
508,0.7283884579953047,0.7255438012599549,0.7,0.1,3,10,10
509,0.7613146711836201,0.7544276714608344,0.7,0.1,3,10,50
510,0.7772428753974622,0.7717817663140378,0.7,0.1,3,10,100
511,0.7234851861757452,0.7217401640318555,0.7,0.1,3,100,10
512,0.7502897387893376,0.745037442053964,0.7,0.1,3,100,50
513,0.7652967222370807,0.7627481278973018,0.7,0.1,3,100,100
514,0.7626816439333155,0.752882443836919,0.7,0.1,5,1,10
515,0.790407417313007,0.7743967669083561,0.7,0.1,5,1,50
516,0.8052063831684051,0.7771306311660525,0.7,0.1,5,1,100
517,0.7614335383792458,0.7526447165101628,0.7,0.1,5,10,10
518,0.7857121630857924,0.773208130274575,0.7,0.1,5,10,50
519,0.795399839529286,0.7757042672055152,0.7,0.1,5,10,100
520,0.7396511247808386,0.732437893735885,0.7,0.1,5,100,10
521,0.7648509702534843,0.7588256270058243,0.7,0.1,5,100,50
522,0.7775697601854328,0.770949720670391,0.7,0.1,5,100,100
523,0.8042554456033996,0.7685724474028289,0.7,0.1,8,1,10
524,0.8419957802145552,0.7761797218590277,0.7,0.1,8,1,50
525,0.8746248254138064,0.774277903244978,0.7,0.1,8,1,100
526,0.7880300734004932,0.7677404017591822,0.7,0.1,8,10,10
527,0.8043148792012125,0.7757042672055152,0.7,0.1,8,10,50
528,0.8215803393658435,0.7780815404730774,0.7,0.1,8,10,100
529,0.7533208522777927,0.7430167597765364,0.7,0.1,8,100,10
530,0.773141957148376,0.7621538095804112,0.7,0.1,8,100,50
531,0.7826216159995245,0.7723760846309283,0.7,0.1,8,100,100
532,0.8383703307479718,0.772019493640794,0.7,0.1,10,1,10
533,0.8944459302843898,0.7722572209675502,0.7,0.1,10,1,50
534,0.9326320168791418,0.7736835849280875,0.7,0.1,10,1,100
535,0.7960833259041336,0.7677404017591822,0.7,0.1,10,10,10
536,0.8160530147692491,0.7773683584928087,0.7,0.1,10,10,50
537,0.838102879557814,0.7789135861167241,0.7,0.1,10,10,100
538,0.7534100026745119,0.7424224414596458,0.7,0.1,10,100,10
539,0.7734688419363466,0.7606085819564959,0.7,0.1,10,100,50
540,0.782799916792963,0.7721383573041721,0.7,0.1,10,100,100
541,0.7784612641526255,0.7701176750267443,0.7,1.0,3,1,10
542,0.8084157974502987,0.7757042672055152,0.7,1.0,3,1,50
543,0.8301982110487058,0.7761797218590277,0.7,1.0,3,1,100
544,0.7760839202401117,0.7689290383929632,0.7,1.0,3,10,10
545,0.8000653769575942,0.7779626768096993,0.7,1.0,3,10,50
546,0.8122492645092271,0.7783192677998336,0.7,1.0,3,10,100
547,0.7661585094053669,0.7602519909663615,0.7,1.0,3,100,10
548,0.7751924162729191,0.7691667657197195,0.7,1.0,3,100,50
549,0.7751924162729191,0.7691667657197195,0.7,1.0,3,100,100
550,0.8021455528810436,0.7714251753239035,0.7,1.0,5,1,10
551,0.878398858874922,0.7679781290859384,0.7,1.0,5,1,50
552,0.9361088823511932,0.7651254011648639,0.7,1.0,5,1,100
553,0.7924281596386438,0.772019493640794,0.7,1.0,5,10,10
554,0.8383108971501589,0.772019493640794,0.7,1.0,5,10,50
555,0.8686220320347092,0.7676215380958041,0.7,1.0,5,10,100
556,0.7751924162729191,0.7636990372043266,0.7,1.0,5,100,10
557,0.7794122017176309,0.7683347200760727,0.7,1.0,5,100,50
558,0.7794122017176309,0.7683347200760727,0.7,1.0,5,100,100
559,0.8712073935395679,0.7639367645310828,0.7,1.0,8,1,10
560,0.9929274018602716,0.75846903601569,0.7,1.0,8,1,50
561,0.9999702832010936,0.7557351717579935,0.7,1.0,8,1,100
562,0.818727526670827,0.7727326756210626,0.7,1.0,8,10,10
563,0.904817093102731,0.7689290383929632,0.7,1.0,8,10,50
564,0.9380404742801105,0.7661951741352668,0.7,1.0,8,10,100
565,0.7777480609788714,0.7657197194817544,0.7,1.0,8,100,10
566,0.7817598288312383,0.770949720670391,0.7,1.0,8,100,50
567,0.7817598288312383,0.770949720670391,0.7,1.0,8,100,100
568,0.9296603369884996,0.7626292642339237,0.7,1.0,10,1,10
569,0.9999702832010936,0.7564483537382622,0.7,1.0,10,1,50
570,0.9999702832010936,0.7577558540354213,0.7,1.0,10,1,100
571,0.8350420492704526,0.7680969927493165,0.7,1.0,10,10,10
572,0.9295117529939675,0.7645310828479733,0.7,1.0,10,10,50
573,0.9561974384119343,0.7638179008677047,0.7,1.0,10,10,100
574,0.7804522896793558,0.7648876738381077,0.7,1.0,10,100,10
575,0.7833942527710915,0.7689290383929632,0.7,1.0,10,100,50
576,0.7833942527710915,0.7689290383929632,0.7,1.0,10,100,100
577,0.7171257912097709,0.7105669796743136,0.9,0.001,3,1,10
578,0.7141541113191286,0.7085462973968858,0.9,0.001,3,1,50
579,0.7179578615791506,0.71330084393201,0.9,0.001,3,1,100
580,0.7127574217705269,0.7073576607631047,0.9,0.001,3,10,10
581,0.7168880568185195,0.712231070961607,0.9,0.001,3,10,50
582,0.7196220023179103,0.7152026625460597,0.9,0.001,3,10,100
583,0.6983150575020058,0.6948769761084037,0.9,0.001,3,100,10
584,0.70509048765267,0.6993937953167717,0.9,0.001,3,100,50
585,0.7048527532614187,0.6998692499702841,0.9,0.001,3,100,100
586,0.7566194169564054,0.7480090336384168,0.9,0.001,5,1,10
587,0.7552227274078036,0.7463449423511233,0.9,0.001,5,1,50
588,0.7563222489673412,0.748246760965173,0.9,0.001,5,1,100
589,0.7499925708002734,0.7425413051230239,0.9,0.001,5,10,10
590,0.7497251196101156,0.7417092594793772,0.9,0.001,5,10,50
591,0.7524293483105999,0.7442053964103174,0.9,0.001,5,10,100
592,0.737630382455202,0.7320813027457507,0.9,0.001,5,100,10
593,0.7357879409230038,0.7275644835373826,0.9,0.001,5,100,50
594,0.7317464562717304,0.725662664923333,0.9,0.001,5,100,100
595,0.7971828474636712,0.7689290383929632,0.9,0.001,8,1,10
596,0.7971828474636712,0.7678592654225603,0.9,0.001,8,1,50
597,0.7951918219369409,0.7660763104718887,0.9,0.001,8,1,100
598,0.7815518112388934,0.7626292642339237,0.9,0.001,8,10,10
599,0.7816409616356126,0.7623915369071674,0.9,0.001,8,10,50
600,0.7819381296246768,0.7613217639367645,0.9,0.001,8,10,100
601,0.7536477370657633,0.7453940330440985,0.9,0.001,8,100,10
602,0.7514486939466881,0.7417092594793772,0.9,0.001,8,100,50
603,0.7469020237140055,0.7382622132414121,0.9,0.001,8,100,100
604,0.8275831327449407,0.7672649471056698,0.9,0.001,10,1,10
605,0.8269887967668123,0.768691311066207,0.9,0.001,10,1,50
606,0.829366140679326,0.7696422203732319,0.9,0.001,10,1,100
607,0.7905857181064456,0.7617972185902769,0.9,0.001,10,10,10
608,0.7913286380791061,0.762985855224058,0.9,0.001,10,10,50
609,0.7915069388725446,0.7646499465113514,0.9,0.001,10,10,100
610,0.7546283914296752,0.7451563057173423,0.9,0.001,10,100,10
611,0.7523401979138807,0.7415903958159991,0.9,0.001,10,100,50
612,0.7540637722504532,0.7444431237370736,0.9,0.001,10,100,100
613,0.7170960744108644,0.7118744799714727,0.9,0.01,3,1,10
614,0.7200974711004131,0.7171044811601094,0.9,0.01,3,1,50
615,0.7277941220171763,0.7257815285867111,0.9,0.01,3,1,100
616,0.7181658791714957,0.7137762985855224,0.9,0.01,3,10,10
617,0.7195328519211911,0.7166290265065969,0.9,0.01,3,10,50
618,0.7241686725505928,0.7213835730417212,0.9,0.01,3,10,100
619,0.7072598139728389,0.7033162962082491,0.9,0.01,3,100,10
620,0.7110932810317673,0.7085462973968858,0.9,0.01,3,100,50
621,0.7156399512644498,0.7129442529418757,0.9,0.01,3,100,100
622,0.7547472586253009,0.74717698799477,0.9,0.01,5,1,10
623,0.7562628153695284,0.7455128967074766,0.9,0.01,5,1,50
624,0.7644349350687943,0.7524069891834066,0.9,0.01,5,1,100
625,0.7514486939466881,0.7444431237370736,0.9,0.01,5,10,10
626,0.7521916139193486,0.7436110780934269,0.9,0.01,5,10,50
627,0.7603637336186146,0.7500297159158446,0.9,0.01,5,10,100
628,0.7306469347121928,0.7237608463092833,0.9,0.01,5,100,10
629,0.7342723841787763,0.7270890288838702,0.9,0.01,5,100,50
630,0.7403346111556863,0.7333888030429098,0.9,0.01,5,100,100
631,0.7945974859588125,0.7651254011648639,0.9,0.01,8,1,10
632,0.8021455528810436,0.7690479020563413,0.9,0.01,8,1,50
633,0.8052955335651244,0.7703554023535005,0.9,0.01,8,1,100
634,0.7833051023743722,0.7626292642339237,0.9,0.01,8,10,10
635,0.786247065466108,0.765244264828242,0.9,0.01,8,10,50
636,0.7885649757808089,0.7682158564126946,0.9,0.01,8,10,100
637,0.7532911354788863,0.7438488054201831,0.9,0.01,8,100,10
638,0.7497548364090221,0.7401640318554618,0.9,0.01,8,100,50
639,0.7534397194734184,0.7440865327469393,0.9,0.01,8,100,100
640,0.8269293631689995,0.7669083561155354,0.9,0.01,10,1,10
641,0.8345368636890435,0.7691667657197195,0.9,0.01,10,1,50
642,0.8424118153992451,0.770949720670391,0.9,0.01,10,1,100
643,0.7917743900627024,0.7646499465113514,0.9,0.01,10,10,10
644,0.7951323883391281,0.7658385831451325,0.9,0.01,10,10,50
645,0.7990550057947758,0.7671460834422917,0.9,0.01,10,10,100
646,0.7553118778045229,0.7444431237370736,0.9,0.01,10,100,10
647,0.7513298267510624,0.7409960774991086,0.9,0.01,10,100,50
648,0.7551038602121779,0.7457506240342328,0.9,0.01,10,100,100
649,0.723901221360435,0.7215024367050993,0.9,0.1,3,1,10
650,0.7626519271344091,0.7571615357185308,0.9,0.1,3,1,50
651,0.7788772993373154,0.7713063116605253,0.9,0.1,3,1,100
652,0.7212267094588571,0.7181742541305123,0.9,0.1,3,10,10
653,0.7621170247540935,0.7566860810650184,0.9,0.1,3,10,50
654,0.7772131585985558,0.7717817663140378,0.9,0.1,3,10,100
655,0.7174823927966479,0.7159158445263283,0.9,0.1,3,100,10
656,0.7515675611423137,0.7477713063116606,0.9,0.1,3,100,50
657,0.766871712579121,0.7642933555212171,0.9,0.1,3,100,100
658,0.7639594662862916,0.753833353143944,0.9,0.1,5,1,10
659,0.7906451517042584,0.7748722215618685,0.9,0.1,5,1,50
660,0.8066922231137262,0.7757042672055152,0.9,0.1,5,1,100
661,0.7611363703901816,0.752763580173541,0.9,0.1,5,10,10
662,0.7851772607054768,0.7747533578984904,0.9,0.1,5,10,50
663,0.796885679474607,0.7761797218590277,0.9,0.1,5,10,100
664,0.7436331758342991,0.7365981219541187,0.9,0.1,5,100,10
665,0.767436331758343,0.7608463092832521,0.9,0.1,5,100,50
666,0.7779560785712163,0.7713063116605253,0.9,0.1,5,100,100
667,0.8040177112121483,0.7719006299774159,0.9,0.1,8,1,10
668,0.8413122938397076,0.7770117675026744,0.9,0.1,8,1,50
669,0.8773290541142909,0.7761797218590277,0.9,0.1,8,1,100
670,0.7891295949600309,0.7698799476999881,0.9,0.1,8,10,10
671,0.8065733559181005,0.7766551765125401,0.9,0.1,8,10,50
672,0.8249383376422692,0.779983359087127,0.9,0.1,8,10,100
673,0.7548066922231137,0.7456317603708547,0.9,0.1,8,100,10
674,0.7771834417996494,0.7660763104718887,0.9,0.1,8,100,50
675,0.7837211375590621,0.7746344942351123,0.9,0.1,8,100,100
676,0.839083533921726,0.7710685843337691,0.9,0.1,10,1,10
677,0.8952482838548631,0.7743967669083561,0.9,0.1,10,1,50
678,0.9368815191227601,0.7738024485914656,0.9,0.1,10,1,100
679,0.7978663338385189,0.7705931296802567,0.9,0.1,10,10,10
680,0.8186680930730141,0.7760608581956496,0.9,0.1,10,10,50
681,0.8441056729369112,0.7770117675026744,0.9,0.1,10,10,100
682,0.7553415946034293,0.7468203970046356,0.9,0.1,10,100,10
683,0.7767376898160531,0.7661951741352668,0.9,0.1,10,100,50
684,0.7840480223470327,0.7747533578984904,0.9,0.1,10,100,100
685,0.7811654928531099,0.7722572209675502,0.9,1.0,3,1,10
686,0.80865353184155,0.777724949482943,0.9,1.0,3,1,50
687,0.8348340316781077,0.7749910852252466,0.9,1.0,3,1,100
688,0.7773914593919943,0.7702365386901224,0.9,1.0,3,10,10
689,0.8035719592285518,0.7803399500772614,0.9,1.0,3,10,50
690,0.8144780244272087,0.7798644954237489,0.9,1.0,3,10,100
691,0.7652670054381742,0.7572803993819089,0.9,1.0,3,100,10
692,0.7745683634958842,0.7650065375014858,0.9,1.0,3,100,50
693,0.7745683634958842,0.7650065375014858,0.9,1.0,3,100,100
694,0.8047309143859024,0.7741590395815999,0.9,1.0,5,1,10
695,0.8849365546343347,0.7710685843337691,0.9,1.0,5,1,50
696,0.941873941339039,0.7631047188874361,0.9,1.0,5,1,100
697,0.7943894683664675,0.7774872221561868,0.9,1.0,5,10,10
698,0.8392321179162581,0.773208130274575,0.9,1.0,5,10,50
699,0.8722177647023862,0.7701176750267443,0.9,1.0,5,10,100
700,0.7762027874357375,0.7667894924521573,0.9,1.0,5,100,10
701,0.7803928560815429,0.7702365386901224,0.9,1.0,5,100,50
702,0.7803928560815429,0.7702365386901224,0.9,1.0,5,100,100
703,0.8764672669460046,0.7680969927493165,0.9,1.0,8,1,10
704,0.9968797361148257,0.7577558540354213,0.9,1.0,8,1,50
705,0.9999702832010936,0.7564483537382622,0.9,1.0,8,1,100
706,0.8231850465067903,0.773208130274575,0.9,1.0,8,10,10
707,0.9124543104216813,0.764174491857839,0.9,1.0,8,10,50
708,0.946034293185938,0.7632235825508142,0.9,1.0,8,10,100
709,0.7819084128257704,0.7701176750267443,0.9,1.0,8,100,10
710,0.7859201806781374,0.773208130274575,0.9,1.0,8,100,50
711,0.7859201806781374,0.773208130274575,0.9,1.0,8,100,100
712,0.934623042405872,0.7579935813621775,0.9,1.0,10,1,10
713,0.9999702832010936,0.7570426720551527,0.9,1.0,10,1,50
714,0.9999702832010936,0.7578747176987994,0.9,1.0,10,1,100
715,0.8439868057412856,0.7723760846309283,0.9,1.0,10,10,10
716,0.9374758551008885,0.7666706287887792,0.9,1.0,10,10,50
717,0.9628540013669727,0.7660763104718887,0.9,1.0,10,10,100
718,0.7833942527710915,0.7707119933436348,0.9,1.0,10,100,10
719,0.7867522510475171,0.7739213122548437,0.9,1.0,10,100,50
720,0.7867522510475171,0.7739213122548437,0.9,1.0,10,100,100
